timestamp,pred,label
67,0.4980701208114624,0.30707970811114227
68,0.5076237916946411,0.4885279259051362
69,0.5291780233383179,0.48600196463654227
70,0.5069257616996765,0.524522873982599
71,0.5145532488822937,0.5017541397698569
72,0.5229299664497375,0.46439096267190566
73,0.5119243860244751,0.37875385910749376
74,0.5823984742164612,0.4683904013471793
75,0.5389909744262695,0.42622088127982044
76,0.5891032814979553,0.4638296379455515
77,0.633701503276825,0.4644611282627001
78,0.6628807783126831,0.5087706988492843
79,0.6941086649894714,0.15990738142015157
80,0.6823877096176147,0.4625666573112547
81,0.6643013954162598,0.528101319113107
82,0.6635861396789551,0.4881770979511647
83,0.6730677485466003,0.10900224529890534
