timestamp,pred,label
67,0.3624482750892639,0.039637186556596246
68,0.3662877380847931,0.046886170014160976
69,0.36123353242874146,0.07412449855885471
70,0.3726382851600647,0.053005914842657875
71,0.36111360788345337,0.07412449855885471
72,0.4266742467880249,0.0
73,0.4047582745552063,0.037629145284745695
74,0.4713670611381531,0.07412449855885471
75,0.44841670989990234,0.07412449855885471
76,0.5135446786880493,0.0473597216973185
77,0.44117817282676697,0.17256860807678823
78,0.4439362585544586,0.6296962439155439
79,0.4056541621685028,0.3788094728550157
80,0.39580780267715454,0.5737533979609957
81,0.37139689922332764,0.5933374920884995
82,0.3637734651565552,0.5191629063323877
83,0.3796830475330353,0.3200253168015226
