timestamp,pred,label
67,0.4642334282398224,0.4375825216113201
68,0.4846110939979553,0.4375825216113201
69,0.5046932697296143,0.4375825216113201
70,0.5165827870368958,0.4375576094267707
71,0.5329493880271912,0.4375825216113201
72,0.5383572578430176,0.4375825216113201
73,0.5605670213699341,0.4375825216113201
74,0.5797499418258667,0.4375825216113201
75,0.5616171956062317,0.4375825216113201
76,0.5528277158737183,0.4351909518945717
77,0.5294510126113892,0.4375825216113201
78,0.5185369253158569,0.4375825216113201
79,0.5213699340820312,0.4375825216113201
80,0.4994935989379883,0.4375825216113201
81,0.47886770963668823,0.4375825216113201
82,0.4733564853668213,0.4375825216113201
83,0.5012718439102173,0.4375825216113201
