timestamp,pred,label
67,0.4490615129470825,0.43253531850097293
68,0.4204310476779938,0.4224684882835634
69,0.46119773387908936,0.4644277133914222
70,0.3992078900337219,0.4608324168852042
71,0.46235913038253784,0.3854157854665428
72,0.4861048460006714,0.42991286693173186
73,0.5081522464752197,0.29587175365874296
74,0.5823469161987305,0.40732594535149336
75,0.609847903251648,0.22138566957110234
76,0.6874751448631287,0.32839861263852477
77,0.6737102270126343,0.36735470772354306
78,0.6823437213897705,0.3293291599695459
79,0.6950186491012573,0.18797056086625513
80,0.6685301065444946,0.2880466965569751
81,0.6934167146682739,0.22269689535572287
82,0.6804035902023315,0.3295406479993233
83,0.6657727956771851,0.2426613653667203
