timestamp,pred,label
67,0.233303502202034,0.1525531764205955
68,0.277247816324234,0.21586911872329373
69,0.29644349217414856,0.23071838334238293
70,0.3257802724838257,0.21900894733114568
71,0.3178158104419708,0.20628437876248265
72,0.3310052156448364,0.21952831747680543
73,0.32642602920532227,0.034963053896456354
74,0.31051790714263916,0.6327108760830048
75,0.28228020668029785,0.3821383885360844
76,0.24582873284816742,0.4084374040935812
77,0.22884011268615723,0.40952335985268784
78,0.16009794175624847,0.4003399513680683
79,0.13156777620315552,0.2593073490875611
80,0.09179514646530151,0.41660568002077475
81,0.06861754506826401,0.42184659694515936
82,0.06533129513263702,0.43277697773790696
83,0.03918281942605972,0.3011166458131685
