timestamp,pred,label
67,0.7019636034965515,0.74036290076469
68,0.678787112236023,0.7340675054714136
69,0.6985877752304077,0.866026663876464
70,0.6612316966056824,0.8683198618849567
71,0.6757274866104126,0.5473680539206711
72,0.7066729664802551,0.5614237010297594
73,0.7288552522659302,0.680390977181372
74,0.7146612405776978,0.8576211776400116
75,0.6920721530914307,0.5453451568181225
76,0.7298511266708374,0.4268487274058961
77,0.7652881145477295,0.7602169382754805
78,0.7884547710418701,0.6456965479958496
79,0.7576075792312622,0.4851901261694874
80,0.7996648550033569,0.47360206475014616
81,0.768628716468811,0.4949645557037851
82,0.7914154529571533,0.511435472198244
83,0.8055216073989868,0.4922005109559062
