timestamp,pred,label
67,0.8670456409454346,0.45478790160642574
68,0.8903855085372925,0.5391566265060243
69,0.8916559815406799,0.5139307228915664
70,0.903814435005188,0.5408195281124497
71,0.8410184383392334,0.44339859437751017
72,0.8026099801063538,0.5087851405622491
73,0.8024004697799683,0.45786270080321295
74,0.7904302477836609,0.40678338353413646
75,0.7698608040809631,0.3673757530120483
76,0.7681052684783936,0.5016629016064257
77,0.76063072681427,0.4622866465863455
78,0.7670702338218689,0.47452309236947793
79,0.7367422580718994,0.3297879016064259
80,0.7760847806930542,0.4930660140562249
81,0.7767499685287476,0.47800577309236947
82,0.8136947154998779,0.44562625502008024
83,0.8095560073852539,0.42030622489959857
