timestamp,pred,label
67,0.8676378726959229,0.7083813445663877
68,0.8435742855072021,0.8146923817979184
69,0.8587496280670166,0.8203403917716616
70,0.7968233823776245,0.8657322578817128
71,0.8068088293075562,0.7266476510700995
72,0.8453793525695801,0.8216248890232154
73,0.8093252182006836,0.7345246415685978
74,0.7359846830368042,0.7022422032905797
75,0.7661330699920654,0.875706001246718
76,0.7891702651977539,0.7822777158616522
77,0.8026920557022095,0.7383970229887229
78,0.8078638315200806,0.7423449630707041
79,0.7874935865402222,0.5994446438353577
80,0.855149507522583,0.9138631254840478
81,0.8088439702987671,0.8118778216437785
82,0.8492175340652466,0.8186214322144354
83,0.8495773077011108,0.6467821454882033
